W/L,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,O-FG,O-FGA,O-FG%,O-3P,O-3PA,O-3P%,O-FT,O-FTA,O-FT%,O-ORB,O-TRB,O-AST,O-STL,O-BLK,O-TOV,O-PF
L,39,93,0.419,9,27,0.333,18,20,0.9,12,46,18,7,5,15,21,38,82,0.463,16,42,0.381,25,29,0.862,8,44,23,9,6,13,17
L,34,91,0.374,7,36,0.194,17,28,0.607,17,45,20,8,6,13,16,42,85,0.494,12,32,0.375,13,16,0.813,10,50,26,7,3,21,26
L,45,94,0.479,16,42,0.381,23,28,0.821,9,35,31,13,4,20,31,51,91,0.56,9,19,0.474,24,28,0.857,9,41,32,12,5,23,24
W,47,84,0.56,13,29,0.448,15,21,0.714,7,37,28,10,6,13,16,43,86,0.5,11,30,0.367,14,16,0.875,8,34,30,8,6,15,22
L,38,85,0.447,5,28,0.179,14,19,0.737,15,43,21,5,5,11,13,44,86,0.512,14,31,0.452,9,10,0.9,10,41,26,10,5,7,18
W,34,79,0.43,15,38,0.395,25,30,0.833,6,44,25,3,6,12,20,36,82,0.439,8,27,0.296,22,30,0.733,7,44,15,9,2,10,25
W,45,84,0.536,17,35,0.486,16,20,0.8,9,37,34,3,8,11,23,40,90,0.444,9,35,0.257,23,28,0.821,18,44,23,5,2,10,17
L,37,82,0.451,8,28,0.286,20,24,0.833,6,40,15,9,2,13,21,41,85,0.482,8,28,0.286,15,24,0.625,8,46,29,8,7,13,20
L,36,86,0.419,14,45,0.311,9,13,0.692,13,45,27,8,7,21,22,42,90,0.467,5,20,0.25,20,23,0.87,13,49,20,12,4,11,13
L,34,91,0.374,11,40,0.275,17,21,0.81,9,49,23,10,4,11,21,35,81,0.432,9,30,0.3,26,29,0.897,5,51,24,7,8,11,18
W,41,88,0.466,10,34,0.294,13,16,0.813,8,49,24,10,9,15,19,33,88,0.375,14,38,0.368,13,22,0.591,10,48,25,9,6,12,16
L,47,89,0.528,13,36,0.361,11,16,0.688,9,38,31,8,6,13,23,50,90,0.556,10,23,0.435,18,29,0.621,12,45,31,10,6,12,10
L,37,82,0.451,12,33,0.364,21,32,0.656,10,45,20,6,6,11,25,37,89,0.416,7,32,0.219,29,41,0.707,14,49,24,5,6,10,25
L,28,72,0.389,9,32,0.281,25,31,0.806,7,40,16,8,4,15,15,44,86,0.512,13,26,0.5,8,10,0.8,6,41,23,9,7,11,23
W,48,91,0.527,20,41,0.488,13,21,0.619,12,49,39,11,4,12,28,34,77,0.442,12,36,0.333,25,30,0.833,7,34,17,6,5,14,20
L,39,80,0.488,14,36,0.389,12,15,0.8,6,29,23,6,2,12,13,45,83,0.542,9,27,0.333,15,19,0.789,12,47,25,10,4,13,13
L,38,85,0.447,15,46,0.326,11,14,0.786,11,50,27,6,5,14,21,36,90,0.4,10,30,0.333,23,24,0.958,12,45,26,9,3,9,14
L,36,89,0.404,8,32,0.25,15,20,0.75,12,46,26,10,8,12,16,39,80,0.488,6,27,0.222,16,22,0.727,5,35,22,8,7,12,16
L,39,83,0.47,7,25,0.28,14,25,0.56,8,34,22,9,5,8,9,47,83,0.566,12,25,0.48,3,5,0.6,10,45,29,3,9,21,23
W,38,75,0.507,12,29,0.414,28,32,0.875,13,54,23,8,5,20,30,37,86,0.43,12,40,0.3,26,34,0.765,10,30,27,7,6,9,26
W,37,85,0.435,14,29,0.483,25,28,0.893,12,49,28,7,4,13,17,39,88,0.443,9,32,0.281,13,16,0.813,7,38,21,7,4,13,17
L,32,82,0.39,4,25,0.16,18,25,0.72,8,37,20,11,5,14,16,37,80,0.463,14,28,0.5,12,14,0.857,9,52,26,8,8,18,22
L,44,83,0.53,11,28,0.393,12,19,0.632,5,41,29,8,9,15,18,45,97,0.464,15,34,0.441,11,14,0.786,11,37,25,7,8,10,20
L,33,73,0.452,11,31,0.355,34,47,0.723,7,36,19,6,4,9,30,37,84,0.44,13,33,0.394,26,34,0.765,16,49,19,3,4,10,27
L,33,85,0.388,10,29,0.345,16,19,0.842,7,43,19,9,5,19,18,44,91,0.484,9,21,0.429,9,9,1,7,48,24,7,5,18,22
W,38,75,0.507,15,30,0.5,27,34,0.794,9,43,26,6,6,18,24,35,86,0.407,11,36,0.306,23,28,0.821,11,39,21,5,6,13,25
L,40,86,0.465,9,27,0.333,12,17,0.706,5,36,29,7,7,16,26,42,82,0.512,16,30,0.533,24,26,0.923,6,43,27,11,7,13,20
W,45,94,0.479,12,29,0.414,18,22,0.818,10,48,31,8,5,13,18,40,85,0.471,5,19,0.263,6,19,0.316,4,40,25,6,6,14,21
L,29,82,0.354,9,28,0.321,14,20,0.7,12,43,20,4,4,14,20,43,79,0.544,19,39,0.487,20,27,0.741,7,44,31,12,11,7,18
W,49,95,0.516,13,28,0.464,21,24,0.875,13,50,32,10,7,14,20,41,97,0.423,5,27,0.185,21,25,0.84,13,42,17,10,6,15,20
L,44,81,0.543,15,35,0.429,16,20,0.8,7,30,27,4,2,13,12,56,94,0.596,14,31,0.452,8,9,0.889,13,44,36,7,5,10,20
W,44,84,0.524,8,23,0.348,17,20,0.85,7,43,24,7,4,16,24,38,86,0.442,7,30,0.233,18,26,0.692,6,38,20,9,4,12,21
L,37,83,0.446,9,26,0.346,20,28,0.714,9,38,25,9,6,11,23,43,90,0.478,13,29,0.448,19,24,0.792,14,49,18,5,8,15,20
L,46,87,0.529,15,32,0.469,17,19,0.895,12,31,33,12,4,12,24,50,80,0.625,15,27,0.556,16,21,0.762,7,37,35,4,5,16,18
L,37,85,0.435,7,24,0.292,17,22,0.773,11,46,17,5,4,16,21,37,93,0.398,7,29,0.241,19,21,0.905,15,47,10,8,2,11,20
W,38,90,0.422,10,35,0.286,24,34,0.706,15,54,22,13,7,18,24,39,97,0.402,7,39,0.179,19,26,0.731,18,56,19,13,8,21,23
L,37,84,0.44,9,27,0.333,17,23,0.739,9,45,19,7,6,18,20,50,94,0.532,9,16,0.563,12,19,0.632,10,48,25,11,6,12,24
W,42,86,0.488,10,27,0.37,15,21,0.714,10,44,25,8,5,17,22,42,86,0.488,5,26,0.192,16,20,0.8,9,39,24,9,8,17,21
L,40,79,0.506,13,32,0.406,24,31,0.774,7,42,30,2,2,13,24,46,92,0.5,16,43,0.372,19,26,0.731,11,43,25,8,2,6,22
L,35,77,0.455,8,22,0.364,13,22,0.591,9,43,15,2,5,17,22,37,80,0.463,11,24,0.458,21,27,0.778,11,43,28,12,7,10,19
L,39,96,0.406,10,34,0.294,21,26,0.808,15,62,26,3,7,18,25,40,96,0.417,10,32,0.313,25,35,0.714,9,39,28,10,9,4,21
W,40,84,0.476,9,26,0.346,11,15,0.733,8,47,22,9,8,14,16,33,85,0.388,4,27,0.148,16,17,0.941,9,45,19,10,4,16,17
L,36,71,0.507,10,29,0.345,23,34,0.676,3,39,26,7,5,18,23,40,89,0.449,13,30,0.433,22,23,0.957,8,35,22,6,2,11,20
L,35,91,0.385,13,37,0.351,11,17,0.647,12,43,27,6,7,10,16,42,87,0.483,14,37,0.378,9,20,0.45,14,54,24,8,15,13,16
L,44,93,0.473,11,35,0.314,13,18,0.722,12,42,24,8,4,11,19,45,88,0.511,10,23,0.435,19,25,0.76,9,48,27,6,3,10,18
L,39,85,0.459,9,32,0.281,12,20,0.6,10,46,21,3,3,13,21,38,93,0.409,8,31,0.258,18,24,0.75,16,51,23,8,5,8,23
W,44,83,0.53,11,28,0.393,12,14,0.857,5,39,24,9,6,11,18,38,89,0.427,10,37,0.27,11,17,0.647,12,42,25,7,5,15,14
L,41,84,0.488,11,34,0.324,11,16,0.688,10,44,22,5,7,16,25,41,84,0.488,9,30,0.3,27,31,0.871,9,44,22,11,4,10,18
L,36,79,0.456,11,27,0.407,13,22,0.591,5,37,22,4,4,13,14,43,84,0.512,12,32,0.375,10,14,0.714,5,43,27,6,3,8,22
L,35,75,0.467,10,23,0.435,20,26,0.769,6,46,21,8,5,28,23,45,98,0.459,14,48,0.292,15,21,0.714,11,44,30,16,8,15,22
L,34,83,0.41,6,37,0.162,17,23,0.739,9,41,21,6,8,9,13,42,86,0.488,9,32,0.281,11,14,0.786,9,49,29,6,3,11,17
L,40,86,0.465,11,35,0.314,16,22,0.727,7,33,26,4,4,16,21,47,84,0.56,13,34,0.382,13,20,0.65,6,39,32,11,5,10,19
W,40,88,0.455,10,36,0.278,19,24,0.792,9,54,25,10,7,16,21,37,93,0.398,13,32,0.406,20,32,0.625,13,47,27,11,8,13,22
L,40,86,0.465,15,38,0.395,14,19,0.737,7,37,21,9,5,15,16,43,86,0.5,13,36,0.361,11,14,0.786,8,43,24,9,6,16,19
L,43,87,0.494,11,34,0.324,10,19,0.526,10,47,20,3,7,20,18,49,96,0.51,7,22,0.318,13,16,0.813,12,46,26,12,2,11,23
L,30,80,0.375,15,48,0.313,5,15,0.333,7,40,24,6,3,19,20,44,91,0.484,13,36,0.361,12,19,0.632,14,58,23,9,4,13,16
W,38,86,0.442,13,41,0.317,19,21,0.905,6,52,22,5,5,10,17,40,108,0.37,10,38,0.263,9,12,0.75,15,55,21,7,1,6,18
L,29,79,0.367,13,48,0.271,19,27,0.704,6,38,20,6,4,15,15,46,81,0.568,16,34,0.471,10,18,0.556,4,47,34,7,0,14,20
W,40,87,0.46,19,46,0.413,12,16,0.75,4,38,28,10,5,14,18,44,89,0.494,4,22,0.182,18,23,0.783,9,52,25,11,0,15,18
W,38,87,0.437,11,34,0.324,14,21,0.667,11,62,16,2,7,11,19,34,96,0.354,9,27,0.333,12,20,0.6,11,49,19,8,7,4,19
W,49,90,0.544,15,39,0.385,16,17,0.941,3,34,24,12,4,10,22,43,85,0.506,10,34,0.294,20,24,0.833,6,43,23,3,2,17,18
L,36,83,0.434,7,26,0.269,23,29,0.793,7,52,18,1,5,13,20,41,95,0.432,10,35,0.286,20,22,0.909,7,46,26,8,5,4,20
L,37,86,0.43,10,31,0.323,15,19,0.789,9,42,23,4,6,11,21,47,95,0.495,17,37,0.459,17,22,0.773,12,50,26,6,6,9,16
W,48,105,0.457,15,45,0.333,16,24,0.667,7,44,26,12,2,11,23,43,91,0.473,21,46,0.457,18,25,0.72,9,56,27,5,8,24,25
L,36,86,0.419,14,43,0.326,15,23,0.652,9,41,22,8,4,19,15,46,105,0.438,14,42,0.333,13,14,0.929,18,58,29,11,3,14,22
L,41,87,0.471,14,42,0.333,10,13,0.769,4,29,24,8,1,11,21,43,84,0.512,10,33,0.303,24,25,0.96,9,48,21,8,7,13,19
L,42,95,0.442,7,35,0.2,9,14,0.643,12,51,22,7,2,10,19,41,92,0.446,14,46,0.304,12,16,0.75,8,46,26,4,2,10,10
W,43,84,0.512,18,40,0.45,21,35,0.6,9,43,25,5,6,8,19,46,98,0.469,14,41,0.341,16,21,0.762,15,50,17,6,3,8,23
W,38,85,0.447,16,40,0.4,10,14,0.714,5,48,21,7,8,14,19,36,95,0.379,15,43,0.349,10,12,0.833,9,49,19,7,3,13,16
L,40,86,0.465,16,38,0.421,29,34,0.853,6,36,23,4,4,12,12,57,100,0.57,19,45,0.422,14,16,0.875,10,50,33,7,4,11,25
L,39,89,0.438,13,34,0.382,15,19,0.789,8,45,21,8,8,16,13,49,102,0.48,28,52,0.538,10,11,0.909,10,50,30,8,6,11,20
W,36,83,0.434,10,33,0.303,22,26,0.846,5,51,19,13,5,21,14,33,86,0.384,12,46,0.261,9,13,0.692,5,41,21,11,4,20,18
L,39,85,0.459,13,34,0.382,12,17,0.706,8,44,28,10,7,17,7,41,94,0.436,16,40,0.4,8,9,0.889,10,43,27,10,4,15,15
W,46,90,0.511,12,33,0.364,16,20,0.8,8,43,25,8,1,15,19,47,93,0.505,12,36,0.333,12,22,0.545,13,40,27,12,3,13,15
L,43,110,0.391,12,38,0.316,14,19,0.737,15,55,23,6,4,12,23,44,95,0.463,9,38,0.237,22,29,0.759,10,59,28,7,12,15,19
L,47,100,0.47,7,31,0.226,12,14,0.857,7,46,32,11,4,13,23,42,89,0.472,10,35,0.286,20,24,0.833,6,43,22,6,6,16,15
L,36,90,0.4,10,32,0.313,13,17,0.765,12,50,26,8,3,12,19,40,87,0.46,10,40,0.25,7,10,0.7,7,41,24,6,6,13,14
W,45,95,0.474,15,36,0.417,9,16,0.563,12,49,32,8,1,13,14,45,97,0.464,13,38,0.342,6,9,0.667,12,47,24,9,5,14,16
L,37,85,0.435,10,33,0.303,20,27,0.741,7,46,23,6,3,11,16,42,96,0.438,20,47,0.426,11,17,0.647,15,54,26,6,8,10,23
L,35,78,0.449,19,41,0.463,24,28,0.857,6,39,25,5,3,18,25,42,83,0.506,12,26,0.462,26,33,0.788,7,44,31,14,4,12,18
L,31,85,0.365,12,40,0.3,11,21,0.524,8,46,20,4,5,10,23,35,86,0.407,11,34,0.324,17,25,0.68,11,61,23,5,6,12,18
W,43,79,0.544,13,28,0.464,18,24,0.75,5,37,22,9,3,14,18,39,84,0.464,8,35,0.229,15,20,0.75,14,42,22,9,4,15,17
L,32,74,0.432,14,39,0.359,16,19,0.842,5,38,20,6,1,17,24,36,81,0.444,15,40,0.375,21,25,0.84,10,45,30,7,6,13,20
W,37,89,0.416,18,44,0.409,10,11,0.909,10,52,21,6,4,17,14,40,86,0.465,9,25,0.36,10,15,0.667,6,44,20,10,4,12,13
W,46,88,0.523,16,42,0.381,10,16,0.625,5,39,31,6,2,10,17,43,97,0.443,12,40,0.3,11,17,0.647,19,54,21,6,5,10,13
L,37,88,0.42,11,47,0.234,11,15,0.733,7,37,24,7,6,14,16,49,89,0.551,15,31,0.484,13,16,0.813,6,49,30,6,3,12,16
L,29,87,0.333,9,39,0.231,11,17,0.647,8,45,13,6,4,13,20,32,83,0.386,8,40,0.2,15,19,0.789,7,53,18,8,3,12,13
W,37,85,0.435,12,40,0.3,21,26,0.808,9,45,20,9,4,16,16,40,85,0.471,10,31,0.323,12,12,1,6,46,23,9,5,19,24
W,41,91,0.451,16,32,0.5,18,20,0.9,16,55,25,2,6,9,24,35,82,0.427,15,34,0.441,23,33,0.697,6,37,20,4,9,6,22
L,37,76,0.487,8,32,0.25,15,21,0.714,5,40,22,3,4,18,18,44,90,0.489,14,35,0.4,17,22,0.773,11,44,23,12,2,10,20
W,42,73,0.575,16,31,0.516,28,34,0.824,8,46,26,7,4,24,20,47,92,0.511,7,22,0.318,21,29,0.724,11,32,27,13,3,7,21
L,42,90,0.467,7,20,0.35,11,13,0.846,13,43,16,9,9,17,15,48,94,0.511,12,36,0.333,15,18,0.833,12,42,24,8,4,11,17
L,34,93,0.366,13,34,0.382,12,16,0.75,11,38,18,5,3,9,13,47,87,0.54,11,33,0.333,11,13,0.846,6,50,26,6,7,14,16
W,42,91,0.462,13,39,0.333,17,25,0.68,19,52,22,8,2,16,21,39,79,0.494,14,38,0.368,20,27,0.741,8,38,22,7,4,16,20
W,41,87,0.471,21,37,0.568,9,10,0.9,9,47,27,8,10,14,14,38,92,0.413,14,39,0.359,13,18,0.722,11,42,24,11,4,12,17
L,43,95,0.453,10,35,0.286,11,17,0.647,9,44,26,13,8,14,10,47,99,0.475,11,30,0.367,11,13,0.846,14,56,19,12,10,17,10
L,34,83,0.41,11,38,0.289,15,24,0.625,10,50,16,7,4,16,12,44,96,0.458,12,38,0.316,11,14,0.786,10,52,22,10,4,12,19
L,38,81,0.469,9,26,0.346,21,33,0.636,10,47,17,8,4,16,14,51,96,0.531,16,44,0.364,9,13,0.692,8,43,30,11,3,8,21
W,39,86,0.453,14,33,0.424,21,28,0.75,19,64,19,2,6,18,16,35,90,0.389,16,46,0.348,17,20,0.85,7,35,21,13,7,7,25
L,35,89,0.393,15,38,0.395,18,23,0.783,11,38,19,6,3,16,17,54,90,0.6,15,33,0.455,17,21,0.81,6,41,36,12,8,10,20
L,30,85,0.353,8,34,0.235,17,24,0.708,12,46,17,4,6,22,21,51,104,0.49,20,46,0.435,11,14,0.786,15,56,25,13,3,9,18
L,41,97,0.423,5,27,0.185,21,25,0.84,13,42,17,10,6,15,20,49,95,0.516,13,28,0.464,21,24,0.875,13,50,32,10,7,14,20
L,37,85,0.435,16,41,0.39,12,17,0.706,11,46,29,4,5,22,11,43,97,0.443,15,44,0.341,12,13,0.923,11,42,27,12,5,11,16
L,40,89,0.449,13,32,0.406,9,13,0.692,11,44,28,5,5,15,20,48,94,0.511,13,37,0.351,20,24,0.833,9,44,35,8,3,7,12
L,38,76,0.5,8,20,0.4,9,19,0.474,6,45,21,3,4,22,21,44,94,0.468,12,38,0.316,17,25,0.68,13,47,24,11,10,9,17
L,36,93,0.387,14,34,0.412,10,18,0.556,15,50,13,8,1,12,23,36,86,0.419,17,47,0.362,17,20,0.85,11,51,24,6,10,12,18
L,44,92,0.478,7,27,0.259,14,25,0.56,17,50,22,6,2,21,22,52,95,0.547,24,47,0.511,19,23,0.826,9,41,39,12,6,14,20
L,39,97,0.402,7,39,0.179,19,26,0.731,18,56,19,13,8,21,23,38,90,0.422,10,35,0.286,24,34,0.706,15,54,22,13,7,18,24
L,37,82,0.451,14,33,0.424,18,21,0.857,9,46,22,6,8,21,19,37,96,0.385,17,38,0.447,21,24,0.875,16,47,23,9,5,13,15
L,36,83,0.434,13,33,0.394,22,27,0.815,9,48,23,6,2,19,26,46,91,0.505,10,31,0.323,17,29,0.586,8,42,31,8,2,12,19
L,48,104,0.462,9,29,0.31,11,16,0.688,17,55,26,8,3,17,18,46,101,0.455,14,40,0.35,16,20,0.8,14,47,30,13,7,11,16
L,39,93,0.419,10,33,0.303,21,25,0.84,14,40,18,12,7,16,17,48,93,0.516,18,32,0.563,15,16,0.938,12,50,25,7,7,20,23
L,35,78,0.449,7,30,0.233,13,23,0.565,11,38,21,11,1,29,16,47,86,0.547,14,31,0.452,13,18,0.722,10,41,27,22,7,20,19
W,39,81,0.481,13,30,0.433,28,36,0.778,10,51,25,5,3,27,24,41,97,0.423,11,49,0.224,22,25,0.88,8,39,21,16,7,14,26
L,34,89,0.382,11,39,0.282,16,20,0.8,12,53,18,6,4,22,21,45,101,0.446,5,29,0.172,14,19,0.737,15,56,26,11,6,12,22
L,38,111,0.342,8,38,0.211,11,23,0.478,21,48,23,8,4,14,15,57,87,0.655,21,33,0.636,17,22,0.773,3,53,41,7,11,17,22
L,45,92,0.489,13,30,0.433,17,24,0.708,17,47,23,7,3,15,22,45,84,0.536,12,31,0.387,21,27,0.778,8,39,27,9,7,10,17
L,35,98,0.357,11,36,0.306,18,25,0.72,17,57,21,5,4,9,14,39,95,0.411,12,43,0.279,13,16,0.813,9,49,25,6,10,12,19
L,36,88,0.409,9,39,0.231,16,20,0.8,5,39,21,9,1,9,19,42,86,0.488,19,47,0.404,15,18,0.833,7,49,36,4,1,13,19
L,38,94,0.404,9,37,0.243,12,20,0.6,11,41,21,10,1,13,16,47,81,0.58,27,54,0.5,15,18,0.833,2,46,31,5,4,18,19
L,34,87,0.391,11,37,0.297,19,29,0.655,10,38,23,9,3,14,18,45,85,0.529,16,36,0.444,20,24,0.833,9,51,30,8,11,14,19
L,39,84,0.464,9,23,0.391,19,28,0.679,9,45,22,9,5,18,18,44,86,0.512,19,39,0.487,15,19,0.789,6,40,28,13,6,15,21
L,36,84,0.429,6,19,0.316,15,16,0.938,10,45,13,6,2,15,20,40,93,0.43,13,39,0.333,16,21,0.762,17,53,23,9,3,11,17
W,50,94,0.532,8,26,0.308,9,16,0.563,14,54,20,1,12,15,11,45,106,0.425,10,43,0.233,12,15,0.8,16,44,17,8,3,3,14
W,42,88,0.477,10,28,0.357,19,30,0.633,11,41,23,15,3,17,19,42,83,0.506,7,20,0.35,16,19,0.842,7,43,25,11,2,22,21
W,48,95,0.505,11,31,0.355,23,29,0.793,11,54,25,8,0,13,21,46,95,0.484,13,37,0.351,15,28,0.536,7,43,28,5,3,14,25
W,37,85,0.435,9,25,0.36,37,38,0.974,11,45,19,6,3,10,14,47,97,0.485,8,32,0.25,11,13,0.846,13,47,27,6,4,13,26
W,49,96,0.51,7,22,0.318,13,16,0.813,12,46,26,12,2,11,23,43,87,0.494,11,34,0.324,10,19,0.526,10,47,20,3,7,20,18
L,33,95,0.347,7,28,0.25,19,21,0.905,10,48,17,2,5,11,15,44,91,0.484,15,33,0.455,13,15,0.867,7,54,23,7,10,14,23
L,40,108,0.37,10,38,0.263,9,12,0.75,15,55,21,7,1,6,18,38,86,0.442,13,41,0.317,19,21,0.905,6,52,22,5,5,10,17
W,38,88,0.432,15,34,0.441,12,13,0.923,18,54,22,9,7,19,15,33,85,0.388,10,28,0.357,7,12,0.583,9,35,20,12,4,14,14
W,40,81,0.494,12,29,0.414,13,18,0.722,8,43,20,4,4,15,22,36,85,0.424,4,26,0.154,18,26,0.692,13,45,24,9,4,10,19
L,34,89,0.382,8,29,0.276,14,16,0.875,9,42,17,5,2,12,13,51,91,0.56,22,47,0.468,8,11,0.727,7,49,34,6,8,8,18
L,38,89,0.427,6,31,0.194,16,22,0.727,10,43,17,11,2,9,16,39,79,0.494,20,40,0.5,14,18,0.778,6,44,25,5,8,17,17
L,39,91,0.429,11,31,0.355,10,13,0.769,15,44,24,5,4,18,13,46,91,0.505,13,35,0.371,16,20,0.8,11,43,25,15,7,14,17
L,38,94,0.404,7,28,0.25,14,22,0.636,15,46,14,5,1,11,16,45,88,0.511,17,42,0.405,17,19,0.895,6,45,25,7,4,10,18
L,44,95,0.463,14,46,0.304,13,16,0.813,9,38,28,13,4,12,19,42,78,0.538,16,35,0.457,22,25,0.88,4,41,24,9,5,19,14
L,29,86,0.337,12,38,0.316,14,16,0.875,10,51,18,4,9,11,24,31,87,0.356,5,27,0.185,24,34,0.706,13,53,15,6,4,6,16
W,36,92,0.391,10,31,0.323,15,21,0.714,13,48,26,5,8,11,17,36,85,0.424,15,35,0.429,9,14,0.643,8,43,25,5,12,13,20
L,43,94,0.457,17,37,0.459,15,24,0.625,13,49,29,7,3,14,14,46,93,0.495,12,34,0.353,16,18,0.889,8,44,28,9,5,10,19
L,39,87,0.448,17,38,0.447,9,13,0.692,11,43,27,4,4,15,18,42,88,0.477,14,36,0.389,9,16,0.563,9,43,28,10,5,12,17
W,42,88,0.477,19,37,0.514,14,22,0.636,10,49,31,10,3,15,21,39,89,0.438,11,38,0.289,19,27,0.704,11,41,22,5,6,14,20
L,40,96,0.417,10,26,0.385,17,18,0.944,17,47,25,8,8,14,23,45,92,0.489,14,33,0.424,17,26,0.654,17,50,30,8,3,15,18
L,32,89,0.36,10,33,0.303,16,18,0.889,12,49,20,6,2,17,12,46,94,0.489,13,37,0.351,11,11,1,9,49,25,8,5,11,15
L,33,82,0.402,13,36,0.361,23,28,0.821,6,42,22,8,5,10,18,41,90,0.456,12,39,0.308,21,22,0.955,9,48,27,8,5,11,22
L,41,89,0.461,14,38,0.368,12,14,0.857,9,46,24,4,4,16,22,40,83,0.482,20,45,0.444,23,25,0.92,6,40,32,14,4,11,18
W,42,81,0.519,11,27,0.407,28,37,0.757,10,49,27,5,2,15,22,46,96,0.479,9,30,0.3,18,20,0.9,10,40,27,9,5,8,22
L,37,95,0.389,6,27,0.222,12,12,1,15,47,17,5,10,11,10,47,91,0.516,15,30,0.5,9,13,0.692,11,47,28,6,10,10,12
L,37,88,0.42,11,35,0.314,12,22,0.545,10,53,22,7,3,10,11,35,90,0.389,18,46,0.391,18,19,0.947,9,54,18,6,6,8,17
L,38,97,0.392,15,33,0.455,14,18,0.778,13,49,19,7,6,15,17,41,88,0.466,20,50,0.4,9,12,0.75,9,46,29,6,6,17,20
W,46,91,0.505,15,34,0.441,16,20,0.8,10,42,25,8,2,10,15,43,83,0.518,12,33,0.364,14,19,0.737,8,42,33,8,1,18,18
L,33,89,0.371,6,35,0.171,18,22,0.818,9,48,13,4,6,10,12,41,92,0.446,12,37,0.324,15,16,0.938,11,59,24,6,2,8,17
W,42,92,0.457,16,34,0.471,7,10,0.7,10,50,27,10,7,12,15,33,87,0.379,7,27,0.259,16,19,0.842,10,46,16,7,5,16,14
W,46,94,0.489,18,43,0.419,14,17,0.824,8,51,30,7,8,13,19,46,97,0.474,19,42,0.452,9,15,0.6,9,45,37,8,0,13,19
W,35,81,0.432,9,30,0.3,26,29,0.897,5,51,24,7,8,11,18,34,91,0.374,11,40,0.275,17,21,0.81,9,49,23,10,4,11,21
L,33,88,0.375,14,38,0.368,13,22,0.591,10,48,25,9,6,12,16,41,88,0.466,10,34,0.294,13,16,0.813,8,49,24,10,9,15,19
L,35,87,0.402,9,36,0.25,13,15,0.867,4,35,19,8,1,18,10,49,92,0.533,20,45,0.444,11,14,0.786,7,51,30,11,2,13,18
L,44,96,0.458,14,34,0.412,7,8,0.875,7,37,27,6,3,3,18,45,85,0.529,17,45,0.378,17,24,0.708,10,52,29,2,3,12,14
L,47,95,0.495,20,41,0.488,10,14,0.714,6,41,25,5,1,8,17,47,90,0.522,17,46,0.37,19,23,0.826,7,46,29,6,6,8,12
L,36,84,0.429,13,35,0.371,27,27,1,10,46,24,6,5,10,15,38,85,0.447,21,45,0.467,18,19,0.947,6,42,26,7,5,12,25
L,39,96,0.406,12,34,0.353,13,15,0.867,16,57,22,6,4,14,19,41,91,0.451,16,49,0.327,13,22,0.591,9,44,27,8,4,10,16
L,29,80,0.363,10,38,0.263,9,12,0.75,9,46,17,3,4,18,16,40,89,0.449,10,29,0.345,14,18,0.778,7,45,24,8,5,9,15
L,33,75,0.44,16,40,0.4,15,21,0.714,8,45,25,4,1,23,18,37,89,0.416,14,50,0.28,14,15,0.933,10,43,28,15,6,11,17
L,35,82,0.427,10,34,0.294,13,16,0.813,8,49,21,6,6,10,13,37,86,0.43,14,34,0.412,6,11,0.545,5,43,24,6,4,7,14
W,43,84,0.512,21,40,0.525,14,20,0.7,8,44,26,4,1,17,20,43,91,0.473,10,37,0.27,17,23,0.739,9,39,24,9,3,8,16
L,32,84,0.381,11,34,0.324,21,30,0.7,9,44,20,6,4,6,13,40,88,0.455,23,55,0.418,9,9,1,7,45,27,6,3,9,21
L,39,88,0.443,11,34,0.324,10,14,0.714,9,37,27,8,4,13,12,45,91,0.495,8,30,0.267,12,13,0.923,13,52,25,12,7,10,13
W,42,90,0.467,13,37,0.351,15,19,0.789,9,49,18,3,5,11,18,40,90,0.444,11,33,0.333,20,22,0.909,10,47,22,9,3,8,15
L,42,95,0.442,12,27,0.444,9,17,0.529,11,40,29,7,5,12,18,40,85,0.471,18,40,0.45,14,21,0.667,10,46,21,7,9,16,18
L,34,88,0.386,11,33,0.333,14,17,0.824,10,51,19,5,4,10,18,34,82,0.415,11,40,0.275,17,23,0.739,8,52,25,9,5,12,17
W,38,92,0.413,5,17,0.294,22,25,0.88,15,50,23,10,6,8,13,37,89,0.416,12,37,0.324,10,10,1,12,48,25,3,4,14,21
W,45,106,0.425,5,25,0.2,20,23,0.87,12,48,20,17,5,10,20,41,93,0.441,12,29,0.414,16,19,0.842,12,55,26,7,7,24,23
L,32,87,0.368,2,23,0.087,25,31,0.806,9,39,11,5,4,10,14,51,92,0.554,26,55,0.473,9,12,0.75,7,50,34,10,6,11,25
L,42,89,0.472,13,35,0.371,12,17,0.706,10,36,27,11,4,11,26,43,88,0.489,9,29,0.31,24,31,0.774,19,54,27,6,5,14,14
L,44,93,0.473,12,31,0.387,16,23,0.696,11,39,22,11,3,11,16,49,85,0.576,19,36,0.528,14,16,0.875,5,37,35,7,3,13,18
L,38,90,0.422,6,24,0.25,24,31,0.774,12,50,23,3,8,15,22,38,92,0.413,11,33,0.333,24,28,0.857,11,49,26,8,10,14,24
L,32,86,0.372,8,36,0.222,15,19,0.789,7,37,19,8,6,14,13,46,94,0.489,19,40,0.475,13,15,0.867,12,56,28,8,7,11,15
